Area,Year,Age,Education,Distribution
The former Yugoslav Republic of Macedonia,2015,15--19,Upper Secondary,0.23
The former Yugoslav Republic of Macedonia,2015,20--24,Incomplete Primary,0.01
The former Yugoslav Republic of Macedonia,2015,20--24,Lower Secondary,0.13
The former Yugoslav Republic of Macedonia,2015,20--24,No Education,0.01
The former Yugoslav Republic of Macedonia,2015,20--24,Post Secondary,0.06
The former Yugoslav Republic of Macedonia,2015,20--24,Primary,0.02
The former Yugoslav Republic of Macedonia,2015,20--24,Total,1.00
The former Yugoslav Republic of Macedonia,2015,20--24,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,20--24,Upper Secondary,0.77
The former Yugoslav Republic of Macedonia,2015,25--29,Incomplete Primary,0.02
The former Yugoslav Republic of Macedonia,2015,25--29,Lower Secondary,0.16
The former Yugoslav Republic of Macedonia,2015,25--29,No Education,0.01
The former Yugoslav Republic of Macedonia,2015,25--29,Post Secondary,0.18
The former Yugoslav Republic of Macedonia,2015,25--29,Primary,0.02
The former Yugoslav Republic of Macedonia,2015,25--29,Total,1.00
The former Yugoslav Republic of Macedonia,2015,25--29,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,25--29,Upper Secondary,0.61
The former Yugoslav Republic of Macedonia,2015,30--34,Incomplete Primary,0.02
The former Yugoslav Republic of Macedonia,2015,30--34,Lower Secondary,0.21
The former Yugoslav Republic of Macedonia,2015,30--34,No Education,0.01
The former Yugoslav Republic of Macedonia,2015,30--34,Post Secondary,0.18
The former Yugoslav Republic of Macedonia,2015,30--34,Primary,0.03
The former Yugoslav Republic of Macedonia,2015,30--34,Total,1.00
The former Yugoslav Republic of Macedonia,2015,30--34,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,30--34,Upper Secondary,0.55
The former Yugoslav Republic of Macedonia,2015,35--39,Incomplete Primary,0.04
The former Yugoslav Republic of Macedonia,2015,35--39,Lower Secondary,0.31
The former Yugoslav Republic of Macedonia,2015,35--39,No Education,0.01
The former Yugoslav Republic of Macedonia,2015,35--39,Post Secondary,0.12
The former Yugoslav Republic of Macedonia,2015,35--39,Primary,0.03
The former Yugoslav Republic of Macedonia,2015,35--39,Total,1.00
The former Yugoslav Republic of Macedonia,2015,35--39,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,35--39,Upper Secondary,0.49
The former Yugoslav Republic of Macedonia,2015,40--44,Incomplete Primary,0.04
The former Yugoslav Republic of Macedonia,2015,40--44,Lower Secondary,0.31
The former Yugoslav Republic of Macedonia,2015,40--44,No Education,0.02
The former Yugoslav Republic of Macedonia,2015,40--44,Post Secondary,0.11
The former Yugoslav Republic of Macedonia,2015,40--44,Primary,0.03
The former Yugoslav Republic of Macedonia,2015,40--44,Total,1.00
The former Yugoslav Republic of Macedonia,2015,40--44,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,40--44,Upper Secondary,0.49
The former Yugoslav Republic of Macedonia,2015,45--49,Incomplete Primary,0.05
The former Yugoslav Republic of Macedonia,2015,45--49,Lower Secondary,0.26
The former Yugoslav Republic of Macedonia,2015,45--49,No Education,0.02
The former Yugoslav Republic of Macedonia,2015,45--49,Post Secondary,0.11
The former Yugoslav Republic of Macedonia,2015,45--49,Primary,0.05
The former Yugoslav Republic of Macedonia,2015,45--49,Total,1.00
The former Yugoslav Republic of Macedonia,2015,45--49,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,45--49,Upper Secondary,0.52
The former Yugoslav Republic of Macedonia,2015,50--54,Incomplete Primary,0.05
The former Yugoslav Republic of Macedonia,2015,50--54,Lower Secondary,0.24
The former Yugoslav Republic of Macedonia,2015,50--54,No Education,0.02
The former Yugoslav Republic of Macedonia,2015,50--54,Post Secondary,0.14
The former Yugoslav Republic of Macedonia,2015,50--54,Primary,0.08
The former Yugoslav Republic of Macedonia,2015,50--54,Total,1.00
The former Yugoslav Republic of Macedonia,2015,50--54,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,50--54,Upper Secondary,0.48
The former Yugoslav Republic of Macedonia,2015,55--59,Incomplete Primary,0.09
The former Yugoslav Republic of Macedonia,2015,55--59,Lower Secondary,0.25
The former Yugoslav Republic of Macedonia,2015,55--59,No Education,0.02
The former Yugoslav Republic of Macedonia,2015,55--59,Post Secondary,0.12
The former Yugoslav Republic of Macedonia,2015,55--59,Primary,0.10
The former Yugoslav Republic of Macedonia,2015,55--59,Total,1.00
The former Yugoslav Republic of Macedonia,2015,55--59,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,55--59,Upper Secondary,0.42
The former Yugoslav Republic of Macedonia,2015,60--64,Incomplete Primary,0.13
The former Yugoslav Republic of Macedonia,2015,60--64,Lower Secondary,0.18
The former Yugoslav Republic of Macedonia,2015,60--64,No Education,0.03
The former Yugoslav Republic of Macedonia,2015,60--64,Post Secondary,0.15
The former Yugoslav Republic of Macedonia,2015,60--64,Primary,0.16
The former Yugoslav Republic of Macedonia,2015,60--64,Total,1.00
The former Yugoslav Republic of Macedonia,2015,60--64,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,60--64,Upper Secondary,0.36
The former Yugoslav Republic of Macedonia,2015,65--69,Incomplete Primary,0.19
The former Yugoslav Republic of Macedonia,2015,65--69,Lower Secondary,0.12
The former Yugoslav Republic of Macedonia,2015,65--69,No Education,0.03
The former Yugoslav Republic of Macedonia,2015,65--69,Post Secondary,0.16
The former Yugoslav Republic of Macedonia,2015,65--69,Primary,0.20
The former Yugoslav Republic of Macedonia,2015,65--69,Total,1.00
The former Yugoslav Republic of Macedonia,2015,65--69,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,65--69,Upper Secondary,0.30
The former Yugoslav Republic of Macedonia,2015,70--74,Incomplete Primary,0.32
The former Yugoslav Republic of Macedonia,2015,70--74,Lower Secondary,0.10
The former Yugoslav Republic of Macedonia,2015,70--74,No Education,0.07
The former Yugoslav Republic of Macedonia,2015,70--74,Post Secondary,0.11
The former Yugoslav Republic of Macedonia,2015,70--74,Primary,0.19
The former Yugoslav Republic of Macedonia,2015,70--74,Total,1.00
The former Yugoslav Republic of Macedonia,2015,70--74,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,70--74,Upper Secondary,0.21
The former Yugoslav Republic of Macedonia,2015,75--79,Incomplete Primary,0.38
The former Yugoslav Republic of Macedonia,2015,75--79,Lower Secondary,0.07
The former Yugoslav Republic of Macedonia,2015,75--79,No Education,0.14
The former Yugoslav Republic of Macedonia,2015,75--79,Post Secondary,0.08
The former Yugoslav Republic of Macedonia,2015,75--79,Primary,0.16
The former Yugoslav Republic of Macedonia,2015,75--79,Total,1.00
The former Yugoslav Republic of Macedonia,2015,75--79,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,75--79,Upper Secondary,0.17
The former Yugoslav Republic of Macedonia,2015,80--84,Incomplete Primary,0.42
The former Yugoslav Republic of Macedonia,2015,80--84,Lower Secondary,0.05
The former Yugoslav Republic of Macedonia,2015,80--84,No Education,0.15
The former Yugoslav Republic of Macedonia,2015,80--84,Post Secondary,0.08
The former Yugoslav Republic of Macedonia,2015,80--84,Primary,0.16
The former Yugoslav Republic of Macedonia,2015,80--84,Total,1.00
The former Yugoslav Republic of Macedonia,2015,80--84,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,80--84,Upper Secondary,0.14
The former Yugoslav Republic of Macedonia,2015,85--89,Incomplete Primary,0.48
The former Yugoslav Republic of Macedonia,2015,85--89,Lower Secondary,0.03
The former Yugoslav Republic of Macedonia,2015,85--89,No Education,0.23
The former Yugoslav Republic of Macedonia,2015,85--89,Post Secondary,0.05
The former Yugoslav Republic of Macedonia,2015,85--89,Primary,0.13
The former Yugoslav Republic of Macedonia,2015,85--89,Total,1.00
The former Yugoslav Republic of Macedonia,2015,85--89,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,85--89,Upper Secondary,0.08
The former Yugoslav Republic of Macedonia,2015,90--94,Incomplete Primary,0.49
The former Yugoslav Republic of Macedonia,2015,90--94,Lower Secondary,0.01
The former Yugoslav Republic of Macedonia,2015,90--94,No Education,0.34
The former Yugoslav Republic of Macedonia,2015,90--94,Post Secondary,0.03
The former Yugoslav Republic of Macedonia,2015,90--94,Primary,0.09
The former Yugoslav Republic of Macedonia,2015,90--94,Total,1.00
The former Yugoslav Republic of Macedonia,2015,90--94,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,90--94,Upper Secondary,0.04
The former Yugoslav Republic of Macedonia,2015,95--99,Incomplete Primary,0.44
The former Yugoslav Republic of Macedonia,2015,95--99,Lower Secondary,0.01
The former Yugoslav Republic of Macedonia,2015,95--99,No Education,0.46
The former Yugoslav Republic of Macedonia,2015,95--99,Post Secondary,0.01
The former Yugoslav Republic of Macedonia,2015,95--99,Primary,0.06
The former Yugoslav Republic of Macedonia,2015,95--99,Total,1.00
The former Yugoslav Republic of Macedonia,2015,95--99,Under 15,0.00
The former Yugoslav Republic of Macedonia,2015,95--99,Upper Secondary,0.02
Timor-Leste,2015,100+,Incomplete Primary,0.00
Timor-Leste,2015,100+,Lower Secondary,0.00
Timor-Leste,2015,100+,No Education,0.99
Timor-Leste,2015,100+,Post Secondary,0.00
Timor-Leste,2015,100+,Primary,0.00
Timor-Leste,2015,100+,Total,1.00
Timor-Leste,2015,100+,Under 15,0.00
Timor-Leste,2015,100+,Upper Secondary,0.00
Timor-Leste,2015,15--19,Incomplete Primary,0.14
Timor-Leste,2015,15--19,Lower Secondary,0.32
Timor-Leste,2015,15--19,No Education,0.08
Timor-Leste,2015,15--19,Post Secondary,0.00
Timor-Leste,2015,15--19,Primary,0.43
Timor-Leste,2015,15--19,Total,1.00
Timor-Leste,2015,15--19,Under 15,0.00
Timor-Leste,2015,15--19,Upper Secondary,0.04
Timor-Leste,2015,20--24,Incomplete Primary,0.12
Timor-Leste,2015,20--24,Lower Secondary,0.26
Timor-Leste,2015,20--24,No Education,0.11
Timor-Leste,2015,20--24,Post Secondary,0.04
Timor-Leste,2015,20--24,Primary,0.14
Timor-Leste,2015,20--24,Total,1.00
Timor-Leste,2015,20--24,Under 15,0.00
Timor-Leste,2015,20--24,Upper Secondary,0.34
Timor-Leste,2015,25--29,Incomplete Primary,0.13
Timor-Leste,2015,25--29,Lower Secondary,0.15
Timor-Leste,2015,25--29,No Education,0.15
Timor-Leste,2015,25--29,Post Secondary,0.08
Timor-Leste,2015,25--29,Primary,0.15
Timor-Leste,2015,25--29,Total,1.00
Timor-Leste,2015,25--29,Under 15,0.00
Timor-Leste,2015,25--29,Upper Secondary,0.35
Timor-Leste,2015,30--34,Incomplete Primary,0.12
Timor-Leste,2015,30--34,Lower Secondary,0.18
Timor-Leste,2015,30--34,No Education,0.15
Timor-Leste,2015,30--34,Post Secondary,0.09
Timor-Leste,2015,30--34,Primary,0.13
Timor-Leste,2015,30--34,Total,1.00
Timor-Leste,2015,30--34,Under 15,0.00
Timor-Leste,2015,30--34,Upper Secondary,0.32
Timor-Leste,2015,35--39,Incomplete Primary,0.14
Timor-Leste,2015,35--39,Lower Secondary,0.10
Timor-Leste,2015,35--39,No Education,0.26
Timor-Leste,2015,35--39,Post Secondary,0.08
Timor-Leste,2015,35--39,Primary,0.17
Timor-Leste,2015,35--39,Total,1.00
Timor-Leste,2015,35--39,Under 15,0.00
Timor-Leste,2015,35--39,Upper Secondary,0.25
Timor-Leste,2015,40--44,Incomplete Primary,0.16
Timor-Leste,2015,40--44,Lower Secondary,0.11
Timor-Leste,2015,40--44,No Education,0.29
Timor-Leste,2015,40--44,Post Secondary,0.05
Timor-Leste,2015,40--44,Primary,0.18
Timor-Leste,2015,40--44,Total,1.00
Timor-Leste,2015,40--44,Under 15,0.00
Timor-Leste,2015,40--44,Upper Secondary,0.20
Timor-Leste,2015,45--49,Incomplete Primary,0.17
Timor-Leste,2015,45--49,Lower Secondary,0.08
Timor-Leste,2015,45--49,No Education,0.43
Timor-Leste,2015,45--49,Post Secondary,0.03
Timor-Leste,2015,45--49,Primary,0.11
Timor-Leste,2015,45--49,Total,1.00
Timor-Leste,2015,45--49,Under 15,0.00
Timor-Leste,2015,45--49,Upper Secondary,0.18
Timor-Leste,2015,50--54,Incomplete Primary,0.19
Timor-Leste,2015,50--54,Lower Secondary,0.05
Timor-Leste,2015,50--54,No Education,0.55
Timor-Leste,2015,50--54,Post Secondary,0.03
Timor-Leste,2015,50--54,Primary,0.08
Timor-Leste,2015,50--54,Total,1.00
Timor-Leste,2015,50--54,Under 15,0.00
Timor-Leste,2015,50--54,Upper Secondary,0.10
Timor-Leste,2015,55--59,Incomplete Primary,0.17
Timor-Leste,2015,55--59,Lower Secondary,0.02
Timor-Leste,2015,55--59,No Education,0.72
Timor-Leste,2015,55--59,Post Secondary,0.01
Timor-Leste,2015,55--59,Primary,0.05
Timor-Leste,2015,55--59,Total,1.00
Timor-Leste,2015,55--59,Under 15,0.00
Timor-Leste,2015,55--59,Upper Secondary,0.04
Timor-Leste,2015,60--64,Incomplete Primary,0.14
Timor-Leste,2015,60--64,Lower Secondary,0.02
Timor-Leste,2015,60--64,No Education,0.78
Timor-Leste,2015,60--64,Post Secondary,0.01
Timor-Leste,2015,60--64,Primary,0.04
Timor-Leste,2015,60--64,Total,1.00
Timor-Leste,2015,60--64,Under 15,0.00
Timor-Leste,2015,60--64,Upper Secondary,0.02
Timor-Leste,2015,65--69,Incomplete Primary,0.07
Timor-Leste,2015,65--69,Lower Secondary,0.00
Timor-Leste,2015,65--69,No Education,0.90
Timor-Leste,2015,65--69,Post Secondary,0.00
Timor-Leste,2015,65--69,Primary,0.02
Timor-Leste,2015,65--69,Total,1.00
Timor-Leste,2015,65--69,Under 15,0.00
Timor-Leste,2015,65--69,Upper Secondary,0.01
Timor-Leste,2015,70--74,Incomplete Primary,0.05
Timor-Leste,2015,70--74,Lower Secondary,0.00
Timor-Leste,2015,70--74,No Education,0.94
Timor-Leste,2015,70--74,Post Secondary,0.00
Timor-Leste,2015,70--74,Primary,0.00
Timor-Leste,2015,70--74,Total,1.00
Timor-Leste,2015,70--74,Under 15,0.00
Timor-Leste,2015,70--74,Upper Secondary,0.00
Timor-Leste,2015,75--79,Incomplete Primary,0.07
Timor-Leste,2015,75--79,Lower Secondary,0.00
Timor-Leste,2015,75--79,No Education,0.91
Timor-Leste,2015,75--79,Post Secondary,0.00
Timor-Leste,2015,75--79,Primary,0.01
Timor-Leste,2015,75--79,Total,1.00
Timor-Leste,2015,75--79,Under 15,0.00
Timor-Leste,2015,75--79,Upper Secondary,0.01
Timor-Leste,2015,80--84,Incomplete Primary,0.04
Timor-Leste,2015,80--84,Lower Secondary,0.00
Timor-Leste,2015,80--84,No Education,0.95
Timor-Leste,2015,80--84,Post Secondary,0.00
Timor-Leste,2015,80--84,Primary,0.01
Timor-Leste,2015,80--84,Total,1.00
Timor-Leste,2015,80--84,Under 15,0.00
Timor-Leste,2015,80--84,Upper Secondary,0.00
Timor-Leste,2015,85--89,Incomplete Primary,0.02
Timor-Leste,2015,85--89,Lower Secondary,0.00
Timor-Leste,2015,85--89,No Education,0.97
Timor-Leste,2015,85--89,Post Secondary,0.00
Timor-Leste,2015,85--89,Primary,0.00
Timor-Leste,2015,85--89,Total,1.00
Timor-Leste,2015,85--89,Under 15,0.00
Timor-Leste,2015,85--89,Upper Secondary,0.00
Timor-Leste,2015,90--94,Incomplete Primary,0.01
Timor-Leste,2015,90--94,Lower Secondary,0.00
Timor-Leste,2015,90--94,No Education,0.98
Timor-Leste,2015,90--94,Post Secondary,0.00
Timor-Leste,2015,90--94,Primary,0.00
Timor-Leste,2015,90--94,Total,1.00
Timor-Leste,2015,90--94,Under 15,0.00
Timor-Leste,2015,90--94,Upper Secondary,0.00
Timor-Leste,2015,95--99,Incomplete Primary,0.01
Timor-Leste,2015,95--99,Lower Secondary,0.00
Timor-Leste,2015,95--99,No Education,0.99
Timor-Leste,2015,95--99,Post Secondary,0.00
Timor-Leste,2015,95--99,Primary,0.00
Timor-Leste,2015,95--99,Total,1.00
Timor-Leste,2015,95--99,Under 15,0.00
Timor-Leste,2015,95--99,Upper Secondary,0.00
Togo,2015,100+,Incomplete Primary,0.03
Togo,2015,100+,Lower Secondary,0.01
Togo,2015,100+,No Education,0.91
Togo,2015,100+,Post Secondary,0.01
Togo,2015,100+,Primary,0.03
Togo,2015,100+,Total,1.00
Togo,2015,100+,Under 15,0.00
Togo,2015,100+,Upper Secondary,0.02
Togo,2015,15--19,Incomplete Primary,0.11
Togo,2015,15--19,Lower Secondary,0.24
Togo,2015,15--19,No Education,0.32
Togo,2015,15--19,Post Secondary,0.00
Togo,2015,15--19,Primary,0.26
Togo,2015,15--19,Total,1.00
Togo,2015,15--19,Under 15,0.00
Togo,2015,15--19,Upper Secondary,0.07
Togo,2015,20--24,Incomplete Primary,0.08
Togo,2015,20--24,Lower Secondary,0.15
Togo,2015,20--24,No Education,0.34
Togo,2015,20--24,Post Secondary,0.05
Togo,2015,20--24,Primary,0.15
Togo,2015,20--24,Total,1.00
Togo,2015,20--24,Under 15,0.00
Togo,2015,20--24,Upper Secondary,0.23
Togo,2015,25--29,Incomplete Primary,0.08
Togo,2015,25--29,Lower Secondary,0.10
Togo,2015,25--29,No Education,0.38
Togo,2015,25--29,Post Secondary,0.09
Togo,2015,25--29,Primary,0.16
Togo,2015,25--29,Total,1.00
Togo,2015,25--29,Under 15,0.00
Togo,2015,25--29,Upper Secondary,0.20
Togo,2015,30--34,Incomplete Primary,0.08
Togo,2015,30--34,Lower Secondary,0.10
Togo,2015,30--34,No Education,0.41
Togo,2015,30--34,Post Secondary,0.10
Togo,2015,30--34,Primary,0.15
Togo,2015,30--34,Total,1.00
Togo,2015,30--34,Under 15,0.00
Togo,2015,30--34,Upper Secondary,0.16
Togo,2015,35--39,Incomplete Primary,0.08
Togo,2015,35--39,Lower Secondary,0.10
Togo,2015,35--39,No Education,0.41
Togo,2015,35--39,Post Secondary,0.10
Togo,2015,35--39,Primary,0.15
Togo,2015,35--39,Total,1.00
Togo,2015,35--39,Under 15,0.00
Togo,2015,35--39,Upper Secondary,0.16
Togo,2015,40--44,Incomplete Primary,0.08
Togo,2015,40--44,Lower Secondary,0.09
Togo,2015,40--44,No Education,0.43
Togo,2015,40--44,Post Secondary,0.09
Togo,2015,40--44,Primary,0.17
Togo,2015,40--44,Total,1.00
Togo,2015,40--44,Under 15,0.00
Togo,2015,40--44,Upper Secondary,0.14
Togo,2015,45--49,Incomplete Primary,0.07
Togo,2015,45--49,Lower Secondary,0.07
Togo,2015,45--49,No Education,0.49
Togo,2015,45--49,Post Secondary,0.08
Togo,2015,45--49,Primary,0.15
Togo,2015,45--49,Total,1.00
Togo,2015,45--49,Under 15,0.00
Togo,2015,45--49,Upper Secondary,0.12
Togo,2015,50--54,Incomplete Primary,0.07
Togo,2015,50--54,Lower Secondary,0.07
Togo,2015,50--54,No Education,0.54
Togo,2015,50--54,Post Secondary,0.08
Togo,2015,50--54,Primary,0.15
Togo,2015,50--54,Total,1.00
Togo,2015,50--54,Under 15,0.00
Togo,2015,50--54,Upper Secondary,0.10
Togo,2015,55--59,Incomplete Primary,0.07
Togo,2015,55--59,Lower Secondary,0.05
Togo,2015,55--59,No Education,0.61
Togo,2015,55--59,Post Secondary,0.07
Togo,2015,55--59,Primary,0.14
Togo,2015,55--59,Total,1.00
Togo,2015,55--59,Under 15,0.00
Togo,2015,55--59,Upper Secondary,0.07
Togo,2015,60--64,Incomplete Primary,0.08
Togo,2015,60--64,Lower Secondary,0.04
Togo,2015,60--64,No Education,0.64
Togo,2015,60--64,Post Secondary,0.06
Togo,2015,60--64,Primary,0.14
Togo,2015,60--64,Total,1.00
Togo,2015,60--64,Under 15,0.00
Togo,2015,60--64,Upper Secondary,0.05
Togo,2015,65--69,Incomplete Primary,0.07
Togo,2015,65--69,Lower Secondary,0.04
Togo,2015,65--69,No Education,0.70
Togo,2015,65--69,Post Secondary,0.04
Togo,2015,65--69,Primary,0.11
Togo,2015,65--69,Total,1.00
Togo,2015,65--69,Under 15,0.00
Togo,2015,65--69,Upper Secondary,0.04
Togo,2015,70--74,Incomplete Primary,0.06
Togo,2015,70--74,Lower Secondary,0.03
Togo,2015,70--74,No Education,0.73
Togo,2015,70--74,Post Secondary,0.03
Togo,2015,70--74,Primary,0.11
Togo,2015,70--74,Total,1.00
Togo,2015,70--74,Under 15,0.00
Togo,2015,70--74,Upper Secondary,0.04
Togo,2015,75--79,Incomplete Primary,0.05
Togo,2015,75--79,Lower Secondary,0.02
Togo,2015,75--79,No Education,0.80
Togo,2015,75--79,Post Secondary,0.02
Togo,2015,75--79,Primary,0.07
Togo,2015,75--79,Total,1.00
Togo,2015,75--79,Under 15,0.00
Togo,2015,75--79,Upper Secondary,0.02
Togo,2015,80--84,Incomplete Primary,0.05
Togo,2015,80--84,Lower Secondary,0.02
Togo,2015,80--84,No Education,0.84
Togo,2015,80--84,Post Secondary,0.02
Togo,2015,80--84,Primary,0.06
Togo,2015,80--84,Total,1.00
Togo,2015,80--84,Under 15,0.00
Togo,2015,80--84,Upper Secondary,0.02
Togo,2015,85--89,Incomplete Primary,0.04
Togo,2015,85--89,Lower Secondary,0.01
Togo,2015,85--89,No Education,0.88
Togo,2015,85--89,Post Secondary,0.01
Togo,2015,85--89,Primary,0.05
Togo,2015,85--89,Total,1.00
Togo,2015,85--89,Under 15,0.00
Togo,2015,85--89,Upper Secondary,0.01
Togo,2015,90--94,Incomplete Primary,0.04
Togo,2015,90--94,Lower Secondary,0.01
Togo,2015,90--94,No Education,0.87
Togo,2015,90--94,Post Secondary,0.01
Togo,2015,90--94,Primary,0.05
Togo,2015,90--94,Total,1.00
Togo,2015,90--94,Under 15,0.00
Togo,2015,90--94,Upper Secondary,0.02
Togo,2015,95--99,Incomplete Primary,0.03
Togo,2015,95--99,Lower Secondary,0.01
Togo,2015,95--99,No Education,0.89
Togo,2015,95--99,Post Secondary,0.01
Togo,2015,95--99,Primary,0.04
Togo,2015,95--99,Total,1.00
Togo,2015,95--99,Under 15,0.00
Togo,2015,95--99,Upper Secondary,0.02
Tonga,2015,100+,Incomplete Primary,0.10
Tonga,2015,100+,Lower Secondary,0.18
Tonga,2015,100+,No Education,0.05
Tonga,2015,100+,Post Secondary,0.01
Tonga,2015,100+,Primary,0.65
Tonga,2015,100+,Total,1.00
Tonga,2015,100+,Under 15,0.00
Tonga,2015,100+,Upper Secondary,0.01
Tonga,2015,15--19,Incomplete Primary,0.01
Tonga,2015,15--19,Lower Secondary,0.67
Tonga,2015,15--19,No Education,0.00
Tonga,2015,15--19,Post Secondary,0.01
Tonga,2015,15--19,Primary,0.21
Tonga,2015,15--19,Total,1.00
Tonga,2015,15--19,Under 15,0.00
Tonga,2015,15--19,Upper Secondary,0.09
Tonga,2015,20--24,Incomplete Primary,0.00
Tonga,2015,20--24,Lower Secondary,0.51
Tonga,2015,20--24,No Education,0.00
Tonga,2015,20--24,Post Secondary,0.15
Tonga,2015,20--24,Primary,0.07
Tonga,2015,20--24,Total,1.00
Tonga,2015,20--24,Under 15,0.00
Tonga,2015,20--24,Upper Secondary,0.27
Tonga,2015,25--29,Incomplete Primary,0.00
Tonga,2015,25--29,Lower Secondary,0.51
Tonga,2015,25--29,No Education,0.00
Tonga,2015,25--29,Post Secondary,0.18
Tonga,2015,25--29,Primary,0.08
Tonga,2015,25--29,Total,1.00
Tonga,2015,25--29,Under 15,0.00
Tonga,2015,25--29,Upper Secondary,0.22
Tonga,2015,30--34,Incomplete Primary,0.00
Tonga,2015,30--34,Lower Secondary,0.54
Tonga,2015,30--34,No Education,0.00
Tonga,2015,30--34,Post Secondary,0.17
Tonga,2015,30--34,Primary,0.08
Tonga,2015,30--34,Total,1.00
Tonga,2015,30--34,Under 15,0.00
Tonga,2015,30--34,Upper Secondary,0.21
Tonga,2015,35--39,Incomplete Primary,0.00
Tonga,2015,35--39,Lower Secondary,0.57
Tonga,2015,35--39,No Education,0.01
Tonga,2015,35--39,Post Secondary,0.16
Tonga,2015,35--39,Primary,0.08
Tonga,2015,35--39,Total,1.00
Tonga,2015,35--39,Under 15,0.00
Tonga,2015,35--39,Upper Secondary,0.18
Tonga,2015,40--44,Incomplete Primary,0.00
Tonga,2015,40--44,Lower Secondary,0.59
Tonga,2015,40--44,No Education,0.01
Tonga,2015,40--44,Post Secondary,0.14
Tonga,2015,40--44,Primary,0.10
Tonga,2015,40--44,Total,1.00
Tonga,2015,40--44,Under 15,0.00
Tonga,2015,40--44,Upper Secondary,0.15
Tonga,2015,45--49,Incomplete Primary,0.00
Tonga,2015,45--49,Lower Secondary,0.59
Tonga,2015,45--49,No Education,0.01
Tonga,2015,45--49,Post Secondary,0.13
Tonga,2015,45--49,Primary,0.13
Tonga,2015,45--49,Total,1.00
Tonga,2015,45--49,Under 15,0.00
Tonga,2015,45--49,Upper Secondary,0.14
Tonga,2015,50--54,Incomplete Primary,0.01
Tonga,2015,50--54,Lower Secondary,0.45
Tonga,2015,50--54,No Education,0.01
Tonga,2015,50--54,Post Secondary,0.14
Tonga,2015,50--54,Primary,0.27
Tonga,2015,50--54,Total,1.00
Tonga,2015,50--54,Under 15,0.00
Tonga,2015,50--54,Upper Secondary,0.12
Tonga,2015,55--59,Incomplete Primary,0.01
Tonga,2015,55--59,Lower Secondary,0.40
Tonga,2015,55--59,No Education,0.01
Tonga,2015,55--59,Post Secondary,0.14
Tonga,2015,55--59,Primary,0.34
Tonga,2015,55--59,Total,1.00
Tonga,2015,55--59,Under 15,0.00
Tonga,2015,55--59,Upper Secondary,0.10
Tonga,2015,60--64,Incomplete Primary,0.01
Tonga,2015,60--64,Lower Secondary,0.37
Tonga,2015,60--64,No Education,0.02
Tonga,2015,60--64,Post Secondary,0.13
Tonga,2015,60--64,Primary,0.38
Tonga,2015,60--64,Total,1.00
Tonga,2015,60--64,Under 15,0.00
Tonga,2015,60--64,Upper Secondary,0.08
Tonga,2015,65--69,Incomplete Primary,0.02
Tonga,2015,65--69,Lower Secondary,0.35
Tonga,2015,65--69,No Education,0.02
Tonga,2015,65--69,Post Secondary,0.11
Tonga,2015,65--69,Primary,0.44
Tonga,2015,65--69,Total,1.00
Tonga,2015,65--69,Under 15,0.00
Tonga,2015,65--69,Upper Secondary,0.06
Tonga,2015,70--74,Incomplete Primary,0.02
Tonga,2015,70--74,Lower Secondary,0.33
Tonga,2015,70--74,No Education,0.02
Tonga,2015,70--74,Post Secondary,0.09
Tonga,2015,70--74,Primary,0.49
Tonga,2015,70--74,Total,1.00
Tonga,2015,70--74,Under 15,0.00
Tonga,2015,70--74,Upper Secondary,0.05
Tonga,2015,75--79,Incomplete Primary,0.03
Tonga,2015,75--79,Lower Secondary,0.31
Tonga,2015,75--79,No Education,0.03
Tonga,2015,75--79,Post Secondary,0.07
Tonga,2015,75--79,Primary,0.52
Tonga,2015,75--79,Total,1.00
Tonga,2015,75--79,Under 15,0.00
Tonga,2015,75--79,Upper Secondary,0.04
Tonga,2015,80--84,Incomplete Primary,0.04
Tonga,2015,80--84,Lower Secondary,0.29
Tonga,2015,80--84,No Education,0.03
Tonga,2015,80--84,Post Secondary,0.04
Tonga,2015,80--84,Primary,0.57
Tonga,2015,80--84,Total,1.00
Tonga,2015,80--84,Under 15,0.00
Tonga,2015,80--84,Upper Secondary,0.03
Tonga,2015,85--89,Incomplete Primary,0.04
Tonga,2015,85--89,Lower Secondary,0.28
Tonga,2015,85--89,No Education,0.03
Tonga,2015,85--89,Post Secondary,0.04
Tonga,2015,85--89,Primary,0.57
Tonga,2015,85--89,Total,1.00
Tonga,2015,85--89,Under 15,0.00
Tonga,2015,85--89,Upper Secondary,0.03
Tonga,2015,90--94,Incomplete Primary,0.06
Tonga,2015,90--94,Lower Secondary,0.25
